Index,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
26684,1654763033,16.25,53.99,17,400,13142,20034,939.616,1.08,1.12,7.4,1.155,0.026,1690,0
44926,1654781275,26.71,48.67,1189,403,12931,19427,938.749,1.58,1.64,10.86,1.694,0.038,19932,1
25171,1654761520,12.98,55.02,0,401,12597,19689,939.817,0.0,0.0,0.0,0.0,0.0,177,0
36526,1654772875,26.36,48.93,1025,605,12819,19471,939.057,1.85,1.92,12.71,1.983,0.045,11532,1
29285,1654765634,22.51,47.39,101,400,13233,20114,939.652,1.88,1.95,12.91,2.013,0.045,4291,1
62314,1655129736,-19.628,11.58,7392,400,13324,19535,936.678,0.58,0.6,3.97,0.619,0.014,5428,0
47684,1654784033,26.58,49.16,1367,400,12969,19393,938.752,1.89,1.96,13.01,2.028,0.046,22690,1
59971,1655127393,20.077,47.0,173,410,12781,20536,937.356,1.44,1.5,9.93,1.549,0.035,3085,0
1386,1654734717,26.45,49.8,40,400,13077,19971,939.713,0.52,0.55,3.61,0.563,0.013,1386,0
10886,1654744217,5.048,49.55,977,646,12800,19485,939.064,2.45,2.55,16.89,2.634,0.059,10886,1
1807,1654735138,24.095,53.34,53,400,13116,20000,939.648,0.68,0.7,4.67,0.728,0.016,1807,0
14576,1654747907,14.895,53.3,1161,477,12856,19438,938.887,1.67,1.73,11.46,1.787,0.04,14576,1
58550,1655125972,-4.669,41.29,71,400,12790,20651,937.394,1.73,1.8,11.93,1.86,0.042,1664,0
44635,1654780984,26.98,47.81,1141,400,12929,19446,938.703,1.76,1.82,12.08,1.884,0.043,19641,1
51632,1654712677,26.64,45.85,56,404,12827,20716,937.531,2.16,2.25,14.88,2.32,0.052,490,0
35145,1654771494,22.73,56.82,961,721,12769,19493,939.08,2.33,2.43,16.07,2.506,0.057,10151,1
34729,1654771078,21.43,59.83,755,918,12670,19541,939.138,2.68,2.78,18.43,2.873,0.065,9735,1
44418,1654780767,24.71,52.9,1174,400,12922,19424,938.678,1.71,1.78,11.77,1.836,0.041,19424,1
16032,1654749363,12.108,48.3,1130,401,12886,19450,938.779,1.86,1.93,12.81,1.997,0.045,16032,1
41870,1654778219,26.87,47.98,1097,401,12893,19457,938.739,1.89,1.97,13.04,2.033,0.046,16876,1
54870,1654715915,24.65,44.07,0,400,13446,21267,937.394,2.22,2.3,15.25,2.379,0.054,3728,0
57387,1655124809,20.896,46.45,79,404,12826,20682,937.528,1.8,1.87,12.4,1.934,0.044,501,0
16739,1654750070,13.447,53.78,1145,406,12889,19443,938.759,1.68,1.74,11.54,1.799,0.041,16739,1
50593,1654903610,41.05,13.47,33,2722,12635,20274,930.955,0.79,0.82,5.4,0.843,0.019,605,1
13641,1654746972,19.322,47.23,1076,505,12853,19467,938.868,1.67,1.74,11.5,1.793,0.04,13641,1
52838,1654713883,25.91,47.61,128,417,12775,20592,937.405,1.92,2.0,13.22,2.062,0.047,1696,0
48849,1654785198,25.05,50.81,1400,417,12967,19374,938.7,1.82,1.89,12.49,1.948,0.044,23855,1
21686,1654755017,-8.277,47.64,1375,401,12961,19393,938.711,2.45,2.54,16.83,2.625,0.059,21686,1
59338,1655126760,2.756,41.81,156,428,12779,20564,937.284,1.92,2.0,13.24,2.065,0.047,2452,0
52395,1654713440,27.76,40.71,87,415,12769,20636,937.487,2.32,2.41,15.99,2.494,0.056,1253,0
58474,1655125896,-5.609,43.64,89,400,12786,20632,937.43,1.88,1.95,12.92,2.015,0.046,1588,0
4881,1654738212,-7.785,48.83,24,400,13255,20202,939.7,2.25,2.33,15.47,2.412,0.054,4881,1
12184,1654745515,18.18,50.89,944,544,12837,19488,939.015,2.43,2.52,16.73,2.608,0.059,12184,1
45091,1654781440,24.38,54.1,1186,400,12937,19439,938.719,1.35,1.41,9.33,1.454,0.033,20097,1
59092,1655126514,-4.602,41.54,112,400,12791,20608,937.351,1.8,1.87,12.4,1.934,0.044,2206,0
40017,1654776366,27.05,47.32,1069,436,12875,19464,938.833,2.1,2.18,14.43,2.25,0.051,15023,1
42771,1654779120,26.92,47.95,1004,400,12912,19476,938.716,2.11,2.19,14.51,2.263,0.051,17777,1
25817,1654762166,15.26,50.74,0,400,12978,19913,939.786,0.08,0.08,0.56,0.087,0.002,823,0
49653,1654786002,24.28,54.32,1325,409,12984,19394,938.818,2.09,2.17,14.37,2.241,0.051,24659,1
53434,1654714479,25.86,47.77,143,413,12782,20567,937.346,1.6,1.67,11.03,1.72,0.039,2292,0
59504,1655126926,10.703,42.77,159,430,12779,20564,937.312,1.81,1.88,12.43,1.938,0.044,2618,0
27470,1654763819,19.39,53.8,0,400,13247,20200,939.607,0.94,0.98,6.5,1.014,0.023,2476,0
61820,1655129242,-4.823,28.01,60000,8437,11441,16751,936.875,2978.8,3094.86,20501.87,3197.023,72.209,4934,0
20418,1654753749,11.84,47.84,1256,400,12955,19419,938.768,2.11,2.19,14.51,2.262,0.051,20418,1
58689,1655126111,-4.098,46.49,131,420,12785,20599,937.415,1.92,1.99,13.21,2.06,0.047,1803,0
60275,1655127697,14.131,45.29,217,443,12763,20502,937.427,1.6,1.66,11.02,1.718,0.039,3389,0
36987,1654773336,24.4,53.15,1067,593,12821,19462,939.019,1.9,1.97,13.07,2.038,0.046,11993,1
27094,1654763443,17.44,51.43,23,400,13142,20044,939.644,0.8,0.83,5.53,0.862,0.019,2100,0
22177,1654755508,-15.345,51.58,1379,414,12962,19386,938.707,1.96,2.04,13.52,2.108,0.048,22177,1
29499,1654765848,21.69,52.07,39,400,13267,20178,939.658,2.31,2.4,15.92,2.482,0.056,4505,1
10346,1654743677,-0.342,51.53,892,688,12784,19503,939.095,2.54,2.64,17.49,2.728,0.062,10346,1
292,1654733623,23.597,52.25,10,400,12657,19717,939.795,0.16,0.24,0.89,0.259,0.077,292,0
51833,1654712878,28.87,41.72,81,448,12786,20667,937.507,2.5,2.6,17.23,2.687,0.061,691,0
16080,1654749411,12.153,53.63,1168,412,12879,19440,938.776,2.04,2.12,14.02,2.186,0.049,16080,1
3774,1654737105,2.089,52.04,186,400,13192,20025,939.669,1.89,1.97,13.02,2.03,0.046,3774,1
35007,1654771356,22.96,54.28,879,735,12764,19518,939.127,2.33,2.42,16.02,2.499,0.056,10013,1
25185,1654761534,13.72,49.96,15,403,12593,19681,939.806,0.0,0.0,0.0,0.0,0.0,191,0
2528,1654735859,17.229,53.35,60,400,13193,20119,939.617,1.05,1.1,7.26,1.132,0.026,2528,0
38975,1654775324,25.68,53.49,992,454,12873,19487,938.917,1.74,1.8,11.95,1.864,0.042,13981,1
26642,1654762991,15.72,56.02,10,400,13148,20041,939.621,0.79,0.82,5.41,0.843,0.019,1648,0
35840,1654772189,26.39,48.09,971,657,12797,19488,939.065,2.4,2.5,16.55,2.581,0.058,10846,1
27455,1654763804,17.93,53.0,0,400,13220,20154,939.633,1.29,1.34,8.89,1.387,0.031,2461,0
49076,1654785425,26.9,47.03,1097,400,13044,19447,938.752,2.16,2.24,14.84,2.314,0.052,24082,1
26425,1654762774,17.69,49.56,6,400,13105,19998,939.691,0.61,0.64,4.23,0.659,0.015,1431,0
58599,1655126021,-4.27,42.32,109,406,12785,20614,937.436,1.84,1.91,12.68,1.977,0.045,1713,0
61067,1655128489,19.038,36.77,8061,400,12958,19446,936.886,0.42,0.44,2.89,0.451,0.01,4181,0
53490,1654714535,25.95,47.7,169,431,12780,20559,937.329,1.62,1.69,11.17,1.742,0.039,2348,0
58212,1655125634,-9.063,46.55,61,400,12791,20661,937.477,1.99,2.07,13.71,2.138,0.048,1326,0
53295,1654714340,27.52,41.35,152,445,12767,20558,937.353,1.71,1.77,11.74,1.831,0.041,2153,0
38499,1654774848,26.44,50.19,1097,502,12851,19462,938.861,1.89,1.96,12.99,2.026,0.046,13505,1
24748,1654758079,8.148,47.84,1312,416,12989,19394,938.809,1.84,1.91,12.65,1.972,0.045,24748,1
28443,1654764792,22.39,53.56,300,400,13125,19916,939.684,1.44,1.49,9.9,1.543,0.035,3449,1
57847,1655125269,-2.36,45.37,101,403,12776,20636,937.513,2.25,2.34,15.47,2.412,0.054,961,0
51316,1654712361,28.08,39.87,61,448,12831,20719,937.573,2.02,2.1,13.94,2.173,0.049,174,0
6742,1654740073,-6.181,49.58,210,400,13146,20052,939.61,0.79,0.82,5.43,0.846,0.019,6742,1
54660,1654715705,28.31,39.88,0,400,13117,20950,937.467,2.13,2.21,14.63,2.281,0.052,3518,0
51929,1654712974,26.47,46.14,95,441,12773,20662,937.559,1.79,1.86,12.34,1.924,0.043,787,0
37863,1654774212,27.12,46.85,1073,547,12834,19464,938.904,1.83,1.9,12.57,1.96,0.044,12869,1
33202,1654769551,20.02,55.7,304,400,13116,19956,939.389,0.23,0.24,1.6,0.249,0.006,8208,1
1720,1654735051,24.703,50.55,0,400,13150,20059,939.62,0.6,0.63,4.16,0.648,0.015,1720,0
35238,1654771587,25.44,50.19,875,689,12782,19504,939.067,2.29,2.38,15.77,2.459,0.056,10244,1
61681,1655129103,5.165,20.28,0,400,13636,21389,936.821,0.86,0.89,5.9,0.92,0.021,4795,0
48066,1654784415,25.44,48.4,1452,436,12953,19368,938.708,1.79,1.86,12.3,1.918,0.043,23072,1
50455,1654903472,38.13,16.22,641,8681,12067,19464,930.953,11.58,12.03,79.71,12.429,0.281,467,1
6566,1654739897,-6.802,49.12,198,400,13145,20055,939.633,0.73,0.76,5.03,0.785,0.018,6566,1
15053,1654748384,13.029,53.19,1155,454,12869,19453,938.812,1.92,2.0,13.25,2.066,0.047,15053,1
54107,1654715152,27.8,47.0,167,411,12780,20550,937.37,1.68,1.74,11.56,1.802,0.041,2965,0
7817,1654741148,-4.089,53.41,284,400,13128,19982,939.395,0.31,0.32,2.14,0.333,0.008,7817,1
62281,1655129703,-20.836,12.26,8699,400,13268,19450,936.726,2.33,2.42,16.06,2.505,0.057,5395,0
55979,1654717024,45.49,26.22,28910,478,12779,18847,936.847,22.79,23.67,156.83,24.456,0.552,4837,0
2544,1654735875,17.049,48.43,54,400,13204,20122,939.63,0.73,0.76,5.05,0.788,0.018,2544,0
2771,1654736102,14.395,51.4,90,400,13193,20083,939.615,1.09,1.13,7.5,1.17,0.026,2771,0
25768,1654762117,13.95,49.87,26,400,12932,19870,939.775,0.24,0.25,1.65,0.257,0.006,774,0
59562,1655126984,13.402,42.96,160,421,12779,20563,937.365,1.89,1.97,13.02,2.03,0.046,2676,0
26223,1654762572,14.48,54.7,33,400,13056,19937,939.743,0.36,0.37,2.46,0.383,0.009,1229,0
58605,1655126027,-4.236,41.64,110,405,12785,20619,937.434,1.74,1.81,12.0,1.871,0.042,1719,0
57296,1655124718,24.259,39.71,43,400,12843,20732,937.522,2.05,2.13,14.09,2.198,0.05,410,0
6034,1654739365,-8.511,51.58,145,400,13186,20120,939.687,1.43,1.49,9.86,1.538,0.035,6034,1
34411,1654770760,20.29,62.47,638,573,12854,19616,939.204,3.13,3.25,21.55,3.36,0.076,9417,1
21784,1654755115,-9.803,51.6,1283,400,12966,19406,938.731,2.03,2.11,14.0,2.183,0.049,21784,1
27678,1654764027,19.19,46.4,125,400,13168,20056,939.662,1.03,1.07,7.11,1.109,0.025,2684,0
32449,1654768798,19.88,49.59,279,400,13115,19982,939.491,0.4,0.42,2.75,0.429,0.01,7455,1
50203,1654903220,29.03,31.5,518,2038,12817,19480,931.101,1318.37,1369.74,9073.84,1414.959,31.959,215,1
1308,1654734639,26.71,50.57,0,400,13098,19984,939.718,0.48,0.5,3.32,0.517,0.012,1308,0
59817,1655127239,20.697,42.07,172,426,12781,20550,937.417,1.76,1.82,12.09,1.885,0.043,2931,0
13191,1654746522,20.639,52.85,1118,531,12842,19451,938.886,1.83,1.9,12.57,1.96,0.044,13191,1
33300,1654769649,18.43,56.26,329,400,13100,19937,939.384,0.41,0.43,2.83,0.442,0.01,8306,1
56293,1654717338,56.09,20.08,60000,28941,10825,15517,936.8,13346.69,41262.98,23025.96,47089.598,26916.836,5151,0
59783,1655127205,20.354,48.9,175,427,12773,20546,937.435,2.03,2.11,13.99,2.182,0.049,2897,0
58049,1655125471,-8.557,47.5,89,400,12792,20641,937.475,1.92,1.99,13.2,2.059,0.046,1163,0
53340,1654714385,28.6,42.02,124,400,12790,20609,937.334,1.66,1.72,11.41,1.78,0.04,2198,0
41722,1654778071,24.61,53.13,1141,400,12890,19450,938.759,1.69,1.76,11.67,1.819,0.041,16728,1
27481,1654763830,20.25,48.5,0,400,13219,20167,939.594,1.03,1.07,7.11,1.109,0.025,2487,0
42033,1654778382,24.45,53.73,1172,415,12890,19439,938.809,1.61,1.67,11.06,1.724,0.039,17039,1
50127,1654903144,26.16,60.13,544,1816,12868,19425,931.214,9330.18,25042.51,25651.51,28370.426,15125.117,139,1
56780,1654717825,47.03,15.61,1210,400,13691,20364,936.691,0.61,0.63,4.18,0.651,0.015,5638,0
30167,1654766516,22.0,49.68,34,400,13242,20179,939.689,2.57,2.67,17.71,2.761,0.062,5173,1
31516,1654767865,19.16,54.48,201,400,13147,20068,939.579,0.62,0.65,4.29,0.669,0.015,6522,1
58666,1655126088,-4.08,41.65,91,400,12791,20638,937.412,1.89,1.96,12.99,2.025,0.046,1780,0
55695,1654716740,54.79,19.34,42848,861,12571,18589,936.904,1.02,1.06,6.99,1.09,0.025,4553,0
34731,1654771080,21.45,59.88,776,908,12668,19542,939.132,2.68,2.79,18.45,2.878,0.065,9737,1
59431,1655126853,7.152,46.82,137,407,12786,20580,937.334,1.89,1.97,13.02,2.031,0.046,2545,0
24405,1654757736,-4.147,53.3,1323,401,12986,19393,938.805,1.76,1.83,12.15,1.894,0.043,24405,1
38049,1654774398,25.14,49.91,1101,546,12835,19455,938.903,2.16,2.25,14.9,2.323,0.052,13055,1
32758,1654769107,20.53,52.11,280,400,13123,19977,939.42,0.44,0.46,3.03,0.473,0.011,7764,1
120,1654733451,21.646,54.24,10,419,12562,19658,939.802,0.01,0.03,0.02,0.036,0.021,120,0
11964,1654745295,16.441,47.26,1097,600,12811,19454,939.048,2.25,2.33,15.47,2.412,0.054,11964,1
2534,1654735865,17.162,53.7,39,400,13206,20143,939.625,0.97,1.01,6.67,1.04,0.023,2534,0
2091,1654735422,21.741,47.17,7,400,13154,20055,939.62,0.92,0.96,6.35,0.99,0.022,2091,0
32804,1654769153,18.27,56.67,297,400,13114,19970,939.403,0.24,0.25,1.64,0.256,0.006,7810,1
54151,1654715196,25.98,48.42,180,431,12771,20537,937.333,1.93,2.01,13.31,2.075,0.047,3009,0
53595,1654714640,27.47,41.94,190,470,12757,20527,937.283,1.92,2.0,13.23,2.063,0.047,2453,0
35808,1654772157,23.69,54.66,973,664,12792,19485,939.044,2.19,2.27,15.06,2.348,0.053,10814,1
43515,1654779864,24.8,52.38,1270,410,12906,19418,938.721,1.73,1.8,11.94,1.862,0.042,18521,1
42211,1654778560,24.48,53.67,1163,411,12895,19442,938.779,1.5,1.56,10.36,1.615,0.036,17217,1
57092,1655124514,27.012,42.71,81,429,12843,20707,937.582,2.21,2.29,15.2,2.371,0.054,206,0
1265,1654734596,26.828,48.92,15,400,13076,19958,939.715,0.43,0.45,2.98,0.465,0.01,1265,0
25928,1654762277,15.69,50.46,8,400,13009,19932,939.751,0.15,0.16,1.04,0.163,0.004,934,0
10900,1654744231,5.201,48.19,1009,659,12796,19480,939.048,2.45,2.55,16.87,2.63,0.059,10900,1
35386,1654771735,23.17,55.81,906,685,12785,19505,939.097,2.52,2.62,17.36,2.707,0.061,10392,1
33811,1654770160,18.27,57.56,361,400,13071,19902,939.293,0.45,0.47,3.12,0.486,0.011,8817,1
18395,1654751726,19.728,50.35,1264,429,12895,19411,938.715,1.63,1.7,11.25,1.754,0.04,18395,1
29357,1654765706,20.16,52.69,108,400,13221,20102,939.641,2.21,2.3,15.21,2.372,0.054,4363,1
47336,1654783685,26.9,47.91,1385,401,12961,19382,938.715,1.89,1.96,12.98,2.025,0.046,22342,1
24399,1654757730,-4.329,52.24,1369,421,12978,19381,938.776,2.13,2.21,14.64,2.282,0.052,24399,1
51926,1654712971,26.61,45.79,103,442,12780,20650,937.553,1.74,1.8,11.96,1.864,0.042,784,0
6893,1654740224,-5.667,56.08,232,400,13132,20035,939.607,0.5,0.52,3.42,0.534,0.012,6893,1
53620,1654714665,25.75,48.78,162,444,12768,20560,937.317,2.04,2.12,14.03,2.188,0.049,2478,0
28558,1654764907,22.49,52.19,309,400,13112,19891,939.682,1.27,1.32,8.72,1.359,0.031,3564,1
33632,1654769981,18.46,56.42,356,400,13082,19901,939.315,0.42,0.44,2.91,0.454,0.01,8638,1
10505,1654743836,1.107,54.93,931,689,12785,19504,939.118,1.69,1.75,11.61,1.811,0.041,10505,1
60406,1655127828,12.399,39.77,0,400,13116,20944,937.463,2.12,2.2,14.61,2.278,0.051,3520,0
2797,1654736128,14.083,45.52,133,400,13157,20032,939.666,0.97,1.0,6.65,1.037,0.023,2797,0
37189,1654773538,26.77,47.74,1017,565,12829,19475,939.022,2.51,2.61,17.29,2.696,0.061,12195,1
8376,1654741707,-4.607,56.7,306,400,13119,19957,939.37,0.24,0.25,1.67,0.261,0.006,8376,1
1825,1654735156,23.963,55.11,34,400,13139,20025,939.62,0.73,0.76,5.06,0.788,0.018,1825,0
3179,1654736510,9.368,58.6,0,400,13385,20202,939.574,1.8,1.87,12.41,1.935,0.044,3179,1
1528,1654734859,25.827,55.85,22,400,13106,20000,939.667,0.61,0.64,4.21,0.656,0.015,1528,0
46825,1654783174,24.45,53.66,1369,417,12957,19388,938.729,1.46,1.52,10.06,1.569,0.035,21831,1
50157,1654903174,24.66,34.94,165,1153,13114,19801,931.116,1321.14,1444.02,8913.52,1503.319,101.33,169,1
38571,1654774920,26.95,47.47,1044,497,12851,19467,938.884,2.04,2.12,14.06,2.192,0.05,13577,1
32165,1654768514,19.14,52.19,253,400,13117,19999,939.517,0.54,0.56,3.71,0.579,0.013,7171,1
55550,1654716595,48.86,25.39,13756,541,12744,19087,936.887,0.79,0.82,5.45,0.851,0.019,4408,0
34737,1654771086,23.46,55.99,714,867,12699,19559,939.154,2.5,2.6,17.24,2.688,0.061,9743,1
27710,1654764059,20.16,50.29,66,400,13201,20106,939.649,1.09,1.13,7.47,1.165,0.026,2716,0
48091,1654784440,24.4,54.1,1400,414,12966,19381,938.737,2.07,2.15,14.26,2.223,0.05,23097,1
19214,1654752545,20.645,48.29,1203,400,12925,19428,938.687,1.87,1.95,12.89,2.01,0.045,19214,1
58536,1655125958,-4.817,42.91,65,400,12797,20657,937.402,1.83,1.9,12.61,1.966,0.044,1650,0
9224,1654742555,-5.203,57.66,486,606,12834,19772,939.233,1.93,2.01,13.31,2.076,0.047,9224,1
59103,1655126525,-4.462,44.8,136,422,12779,20578,937.328,1.56,1.62,10.73,1.674,0.038,2217,0
27403,1654763752,17.74,53.22,51,400,13192,20114,939.6,1.05,1.1,7.26,1.132,0.026,2409,0
14127,1654747458,17.099,47.02,1086,487,12865,19469,938.913,2.1,2.18,14.44,2.252,0.051,14127,1
38225,1654774574,25.99,46.83,1220,565,12823,19424,938.891,2.07,2.15,14.26,2.223,0.05,13231,1
60671,1655128093,12.781,43.69,0,400,13414,21219,937.4,2.14,2.23,14.76,2.301,0.052,3785,0
54490,1654715535,28.9,42.39,205,448,12767,20522,937.41,1.73,1.8,11.91,1.858,0.042,3348,0
52854,1654713899,28.46,42.47,108,400,12786,20612,937.42,1.86,1.94,12.82,1.999,0.045,1712,0
25281,1654761630,13.21,54.43,3,400,12664,19723,939.785,0.21,0.32,1.18,0.344,0.102,287,0
58109,1655125531,-9.164,47.43,53,400,12804,20680,937.487,1.81,1.88,12.46,1.942,0.044,1223,0
40208,1654776557,25.27,49.4,1157,456,12860,19431,938.837,1.97,2.04,13.54,2.112,0.048,15214,1
52616,1654713661,28.63,41.97,70,400,12792,20650,937.426,2.08,2.17,14.34,2.237,0.051,1474,0
53567,1654714612,27.73,46.68,153,425,12785,20569,937.335,1.89,1.96,13.01,2.028,0.046,2425,0
2447,1654735778,18.131,47.01,27,400,13204,20134,939.635,1.13,1.17,7.78,1.213,0.027,2447,0
47119,1654783468,24.61,53.25,1348,406,12965,19396,938.71,1.85,1.92,12.71,1.982,0.045,22125,1
6719,1654740050,-6.261,56.28,195,400,13163,20070,939.598,0.69,0.71,4.72,0.735,0.017,6719,1
41664,1654778013,24.58,53.3,1141,400,12885,19448,938.781,1.95,2.03,13.45,2.097,0.047,16670,1
52514,1654713559,29.08,40.75,69,400,12787,20649,937.451,1.89,1.96,13.02,2.03,0.046,1372,0
12103,1654745434,17.581,52.27,1076,583,12825,19462,939.046,2.12,2.2,14.58,2.273,0.051,12103,1
61394,1655128816,19.345,22.67,29991,713,12650,18790,936.938,0.88,0.92,6.08,0.948,0.021,4508,0
57025,1655124447,25.995,45.15,59,442,12854,20735,937.571,2.24,2.33,15.43,2.406,0.054,139,0
58276,1655125698,-8.472,46.98,92,400,12783,20632,937.421,1.75,1.82,12.07,1.883,0.043,1390,0
59437,1655126859,7.445,43.71,167,428,12772,20559,937.327,1.81,1.88,12.48,1.947,0.044,2551,0
30920,1654767269,19.62,55.03,100,400,13209,20169,939.634,1.9,1.97,13.05,2.034,0.046,5926,1
50916,1654903933,34.59,16.48,310,3176,12487,20306,930.882,1.92,1.99,13.19,2.057,0.046,928,1
59607,1655127029,15.334,48.98,172,435,12772,20554,937.343,2.0,2.08,13.78,2.149,0.049,2721,0
58072,1655125494,-8.857,40.83,81,400,12791,20664,937.493,1.98,2.05,13.6,2.121,0.048,1186,0
53626,1654714671,27.57,47.85,136,405,12782,20583,937.308,2.26,2.35,15.56,2.426,0.055,2484,0
5503,1654738834,-9.276,54.12,0,400,13271,20252,939.721,2.65,2.76,18.27,2.849,0.064,5503,1
54286,1654715331,27.6,48.14,180,411,12781,20550,937.355,1.6,1.66,11.03,1.72,0.039,3144,0
55551,1654716596,48.96,25.09,14663,583,12718,19040,936.887,0.79,0.82,5.46,0.851,0.019,4409,0
28640,1654764989,20.32,56.26,350,400,13097,19867,939.677,1.38,1.44,9.52,1.485,0.034,3646,1
27098,1654763447,17.27,52.67,20,400,13133,20037,939.636,0.82,0.85,5.61,0.875,0.02,2104,0
45928,1654782277,24.43,53.61,1390,429,12943,19381,938.699,2.07,2.15,14.22,2.217,0.05,20934,1
16865,1654750196,13.819,50.65,1122,400,12895,19444,938.742,1.66,1.73,11.44,1.783,0.04,16865,1
25244,1654761593,13.84,49.71,11,400,12637,19710,939.812,0.1,0.17,0.49,0.192,0.073,250,0
38978,1654775327,26.32,50.97,1019,468,12866,19471,938.909,1.77,1.84,12.17,1.897,0.043,13984,1
53338,1654714383,28.52,42.26,117,400,12789,20600,937.324,1.64,1.7,11.27,1.757,0.04,2196,0
48527,1654784876,26.71,48.64,1406,419,12972,19377,938.701,1.62,1.69,11.17,1.741,0.039,23533,1
1858,1654735189,23.713,49.13,84,400,13104,19974,939.59,0.72,0.74,4.92,0.767,0.017,1858,0
60209,1655127631,15.44,49.34,191,400,12781,20532,937.416,1.27,1.32,8.77,1.368,0.031,3323,0
13576,1654746907,19.57,47.58,1115,520,12840,19453,938.876,2.03,2.11,13.98,2.18,0.049,13576,1
7007,1654740338,-5.305,55.74,231,400,13129,20036,939.557,0.6,0.62,4.12,0.643,0.015,7007,1
59869,1655127291,20.848,42.46,181,426,12774,20542,937.362,1.77,1.84,12.17,1.898,0.043,2983,0
9490,1654742821,-4.865,63.75,662,712,12777,19596,939.169,2.37,2.46,16.31,2.543,0.057,9490,1
43933,1654780282,24.93,51.99,1251,404,12911,19417,938.697,1.53,1.59,10.55,1.645,0.037,18939,1
20267,1654753598,13.767,53.65,1371,435,12922,19398,938.742,1.42,1.47,9.76,1.521,0.034,20267,1
42061,1654778410,27.09,47.32,1161,400,12892,19442,938.792,1.89,1.97,13.04,2.033,0.046,17067,1
1562,1654734893,25.651,48.31,40,400,13097,19987,939.662,0.61,0.64,4.23,0.659,0.015,1562,0
27055,1654763404,16.85,54.11,38,400,13129,20018,939.63,0.62,0.64,4.25,0.663,0.015,2061,0
35588,1654771937,25.86,49.4,935,666,12792,19497,939.088,2.2,2.29,15.14,2.361,0.053,10594,1
58629,1655126051,-4.135,46.44,96,415,12780,20615,937.401,1.69,1.75,11.61,1.811,0.041,1743,0
26510,1654762859,15.58,54.66,11,400,13105,20011,939.667,0.48,0.5,3.31,0.516,0.012,1516,0
9704,1654743035,-4.279,53.39,776,918,12666,19537,939.158,2.43,2.53,16.75,2.611,0.059,9704,1
53609,1654714654,26.0,47.97,183,447,12768,20550,937.32,2.08,2.16,14.32,2.234,0.05,2467,0
40380,1654776729,27.12,47.19,1109,424,12875,19441,938.825,1.95,2.02,13.4,2.09,0.047,15386,1
27680,1654764029,18.89,47.87,123,400,13162,20052,939.647,1.03,1.07,7.09,1.106,0.025,2686,0
10756,1654744087,3.646,54.87,950,657,12795,19487,939.079,2.3,2.39,15.8,2.464,0.056,10756,1
32,1654733363,20.462,51.77,11,440,12479,19515,939.762,0.12,0.42,0.1,0.487,0.291,32,0
56760,1654717805,50.5,13.73,1262,400,13676,20351,936.695,0.73,0.75,5.0,0.78,0.018,5618,0
22310,1654755641,-16.942,53.66,1404,415,12958,19376,938.707,1.75,1.82,12.07,1.882,0.043,22310,1
61112,1655128534,19.716,35.18,10136,400,12858,19296,936.86,0.44,0.46,3.04,0.473,0.011,4226,0
28294,1654764643,19.5,64.52,213,400,13182,20003,939.685,2.31,2.4,15.87,2.475,0.056,3300,1
36471,1654772820,26.51,48.22,1042,608,12814,19469,939.079,2.32,2.41,15.94,2.485,0.056,11477,1
10855,1654744186,4.71,52.61,1002,671,12791,19478,939.062,2.74,2.85,18.85,2.939,0.066,10855,1
42286,1654778635,26.78,48.43,1136,400,12899,19447,938.768,1.74,1.81,11.97,1.867,0.042,17292,1
44704,1654781053,27.09,47.46,1168,401,12924,19431,938.703,1.71,1.78,11.76,1.834,0.041,19710,1
46,1654733377,20.659,55.99,9,406,12505,19582,939.754,0.02,0.08,0.02,0.092,0.055,46,0
14521,1654747852,15.154,53.46,1080,445,12869,19457,938.887,1.8,1.87,12.37,1.93,0.044,14521,1
12389,1654745720,19.449,46.84,1090,566,12826,19456,938.978,2.04,2.12,14.07,2.194,0.05,12389,1
14648,1654747979,14.567,48.98,1074,449,12872,19455,938.859,1.98,2.06,13.65,2.129,0.048,14648,1
29708,1654766057,20.75,48.71,69,400,13226,20148,939.651,2.28,2.37,15.71,2.449,0.055,4714,1
23544,1654756875,-20.341,47.89,1371,400,12979,19387,938.711,1.65,1.72,11.39,1.776,0.04,23544,1
550,1654733881,25.676,52.71,29,400,12802,19779,939.816,0.2,0.21,1.38,0.216,0.005,550,0
2386,1654735717,18.792,47.01,12,400,13208,20142,939.613,0.96,0.99,6.58,1.025,0.023,2386,0
27196,1654763545,19.93,47.59,5,400,13190,20118,939.594,0.89,0.92,6.1,0.951,0.021,2202,0
51532,1654712577,29.05,41.38,32,400,12832,20737,937.557,2.05,2.13,14.13,2.203,0.05,390,0
11946,1654745277,16.284,49.85,1067,587,12822,19472,939.058,2.25,2.34,15.47,2.412,0.054,11946,1
23962,1654757293,-14.869,48.09,1356,400,12984,19391,938.74,1.99,2.07,13.72,2.139,0.048,23962,1
21246,1654754577,-1.064,50.2,1314,400,12958,19395,938.703,1.84,1.91,12.64,1.971,0.045,21246,1
48132,1654784481,24.86,52.01,1396,409,12967,19379,938.707,1.84,1.91,12.65,1.973,0.045,23138,1
17532,1654750863,16.282,48.48,1096,400,12905,19448,938.749,1.46,1.51,10.03,1.564,0.035,17532,1
